id,amount,description,card_type,date,time,bank,full_email,category,created_at
556,21.53,"DEPANNEUR ULTRA LAVAL CAN",Neo,2024-06-25,,neo_credit,"No email content",Convenience,"2025-02-21 15:40:42"
570,18.4,"JEAN COUTU 100 LAVAL CAN",Neo,2024-07-25,,neo_credit,"No email content",Convenience,"2025-02-21 15:40:42"
571,50.55,"BOUCHERIE ET GRILLADES LAVAL CAN",Neo,2024-07-25,,neo_credit,"No email content",Groceries,"2025-02-21 15:40:42"
613,461.24,"CLINIQUE VETERINAIRE L LAVAL QC","MBNA Credit",2024-01-04,,mbna_credit,"No email content",Vet,"2025-02-21 15:41:17"
614,13.79,"Oculus H8ESWVT2B2 Menlo Park CA","MBNA Credit",2024-01-08,,mbna_credit,"No email content",Entertainment,"2025-02-21 15:41:17"
615,6.66,"Oculus N3XV6XB2B2 Menlo Park CA","MBNA Credit",2024-01-08,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
616,49.54,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-01-08,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
617,46.01,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-01-09,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
618,46.01,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-01-09,,mbna_credit,"second transaction","Food Delivery","2025-02-21 15:41:17"
619,10.52,"AMAZON PRIME FR PARIS FRA","MBNA Credit",2024-01-11,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
620,11.49,"Amazon.ca Prime Member amazon.ca/priBC","MBNA Credit",2024-01-12,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
621,33.33,"Oculus XBPA4UVF2B2 Menlo Park CA","MBNA Credit",2024-01-12,,mbna_credit,"No email content",Entertainment,"2025-02-21 15:41:17"
622,33.46,"UBER* EATS TORONTO ON","MBNA Credit",2024-01-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
623,74.21,"UBER* EATS TORONTO ON","MBNA Credit",2024-01-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
624,38.43,"UBER* EATS TORONTO ON","MBNA Credit",2024-01-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
625,48.34,"UBER* EATS TORONTO ON","MBNA Credit",2024-01-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
626,252.0,"TELUQ 888-843-4333 QC","MBNA Credit",2024-01-16,,mbna_credit,"No email content",Education,"2025-02-21 15:41:17"
627,175.45,"AMZN Mktp CA*R807Z85Q0 WWW.AMAZON.CAON","MBNA Credit",2024-01-18,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
628,195.45,"AMZN Mktp CA*R81NAQSCO WWW.AMAZON.CAON","MBNA Credit",2024-01-18,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
629,33.46,"UBER* EATS TORONTO ON","MBNA Credit",2024-01-15,,mbna_credit,"second transaction","Food Delivery","2025-02-21 15:41:17"
630,19.1,"SPICE BROS LAVAL LAVAL QC","MBNA Credit",2024-01-19,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
631,41.13,"MAXI #8634 LAVAL QC","MBNA Credit",2024-01-19,,mbna_credit,"No email content",Groceries,"2025-02-21 15:41:17"
632,9.65,"AMZN Mktp CA*R&58HOOJ1 WWW.AMAZON.CAON","MBNA Credit",2024-01-19,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
633,29.99,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-01-26,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
634,4.35,"COUCHE-TARD #1156 MONTREAL QC","MBNA Credit",2024-01-29,,mbna_credit,"No email content",Convenience,"2025-02-21 15:41:17"
635,25.44,"KORYO KOREAN BARBEQUE LAVAL QC","MBNA Credit",2024-01-29,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
636,4.51,"TIM HORTONS #1189 MONTREAL QC","MBNA Credit",2024-01-29,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
637,44.11,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-01-29,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
638,33.28,"UBER* EATS TORONTO ON","MBNA Credit",2024-01-30,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
639,42.07,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-01,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
640,48.31,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-05,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
641,6.66,"Oculus Q3ZR6YP2B2 Menlo Park CA","MBNA Credit",2024-02-07,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
642,33.28,"UBER* EATS TORONTO ON","MBNA Credit",2024-02-08,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
643,49.18,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-12,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
644,10.41,"AMAZON PRIME FR PARIS FRA","MBNA Credit",2024-02-12,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
645,11.49,"Amazon.ca Prime Member amazon.ca/priBC","MBNA Credit",2024-02-12,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
646,33.28,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-13,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
647,21.38,"AMZN Mktp CA*RI7CI9112 WWW.AMAZON.CAON","MBNA Credit",2024-02-15,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
648,22.98,"AMZN Mktp CA*RI28X3UX0 WWW.AMAZON.CAON","MBNA Credit",2024-02-16,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
649,25.66,"KORYO KOREAN BARBEQUE LAVAL QC","MBNA Credit",2024-02-20,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
650,36.54,"UBER* EATS TORONTO ON","MBNA Credit",2024-02-20,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
651,16.09,"MCDONALD'S #41226 LAVAL QC","MBNA Credit",2024-02-20,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
652,17.19,"Audible CA*RI1OC5TQ1 Amzn.com/billNJ","MBNA Credit",2024-02-20,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
653,62.56,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-20,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
654,15.97,"MCDONALD'S #41226 LAVAL QC","MBNA Credit",2024-02-23,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
655,11.49,"UBER CANADA/UBERONE TORONTO ON","MBNA Credit",2024-02-23,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
656,50.92,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-23,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
657,12.61,"COUCHE-TARD #1248 MONTREAL QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Convenience,"2025-02-21 15:41:17"
658,75.0,"ESSO COUCHE-TARD 1248 MONTREAL QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Convenience,"2025-02-21 15:41:17"
659,55.33,"ALLO MON COCO QUEBEC QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
660,7.46,"SHELL C03131 QUEBEC QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
661,18.42,"SHELL C03131 QUEBEC QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
662,51.05,"SHELL C03131 STE FOY QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Convenience,"2025-02-21 15:41:17"
663,34.18,"JUGO JUICE GALERIES DE QUEBEC QC","MBNA Credit",2024-02-27,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
664,50.05,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-27,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
665,29.85,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-28,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
666,29.85,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-29,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
667,31.47,"MAXI #8634 LAVAL QC","MBNA Credit",2024-03-01,,mbna_credit,"No email content",Groceries,"2025-02-21 15:41:17"
668,13.55,"TABAGIE DU MOULIN","MBNA Credit",2024-03-04,,mbna_credit,"No email content",Convenience,"2025-02-21 15:41:17"
669,50.11,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-04,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
670,10.85,"JOE'S PANINI MONTREAL QC","MBNA Credit",2024-03-04,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
671,16.0,"JOE'S PANINI MONTREAL QC","MBNA Credit",2024-03-04,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
672,2.9,"JOE'S PANINI MONTREAL QC","MBNA Credit",2024-03-04,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
673,22.96,"WAL-MART #3047 LAVAL QC","MBNA Credit",2024-03-04,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
674,81.89,"LA BELLE ET LA BOEUF LAVAL QC","MBNA Credit",2024-03-04,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
675,6.66,"Oculus Q3ZR6YP2B2 Menlo Park CA","MBNA Credit",2024-02-07,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
676,33.28,"UBER* EATS TORONTO ON","MBNA Credit",2024-02-08,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
677,49.18,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-12,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
678,10.41,"AMAZON PRIME FR PARIS FRA","MBNA Credit",2024-02-12,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
679,11.49,"Amazon.ca Prime Member amazon.ca/priBC","MBNA Credit",2024-02-12,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
680,33.28,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-13,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
681,21.38,"AMZN Mktp CA*RI7CI9112 WWW.AMAZON.CAON","MBNA Credit",2024-02-15,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
682,22.98,"AMZN Mktp CA*RI28X3UX0 WWW.AMAZON.CAON","MBNA Credit",2024-02-16,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
683,25.66,"KORYO KOREAN BARBEQUE LAVAL QC","MBNA Credit",2024-02-20,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
684,36.54,"UBER* EATS TORONTO ON","MBNA Credit",2024-02-20,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
685,16.09,"MCDONALD'S #41226 LAVAL QC","MBNA Credit",2024-02-20,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
686,17.19,"Audible CA*RI1OC5TQ1 Amzn.com/billNJ","MBNA Credit",2024-02-20,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
687,62.56,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-20,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
688,15.97,"MCDONALD'S #41226 LAVAL QC","MBNA Credit",2024-02-23,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
689,11.49,"UBER CANADA/UBERONE TORONTO ON","MBNA Credit",2024-02-23,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
690,50.92,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-23,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
691,12.61,"COUCHE-TARD #1248 MONTREAL QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Convenience,"2025-02-21 15:41:17"
692,75.0,"ESSO COUCHE-TARD 1248 MONTREAL QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
693,55.33,"ALLO MON COCO QUEBEC QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
694,7.46,"SHELL C03131 QUEBEC QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
695,18.42,"SHELL C03131 QUEBEC QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
696,51.05,"SHELL C03131 STE FOY QC","MBNA Credit",2024-02-26,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
697,34.18,"JUGO JUICE GALERIES DE QUEBEC QC","MBNA Credit",2024-02-27,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
698,50.05,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-02-27,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
699,38.49,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-05,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
700,28.91,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-05,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
701,13.32,"AMZN Mktp CA*RNO9G491I0 WWW.AMAZON.CAON","MBNA Credit",2024-03-06,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
702,44.97,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-06,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
703,48.59,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-07,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
704,14.89,"AMZN Mktp CA*RN44I2YT0 WWW.AMAZON.CAON","MBNA Credit",2024-03-07,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
705,24.99,"AMZN Mktp CA*RZ5766111 WWW.AMAZON.CAON","MBNA Credit",2024-03-07,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
706,47.02,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-08,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
707,52.73,"SHELL C00743 MONTREAL QC","MBNA Credit",2024-03-11,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
708,17.01,"MCDONALD'S #41226 LAVAL QC","MBNA Credit",2024-03-11,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
709,74.94,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-11,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
710,10.57,"AMAZON PRIME FR PARIS FRA","MBNA Credit",2024-03-11,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
711,48.88,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-12,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
712,11.49,"Amazon.ca Prime Member amazon.ca/priBC","MBNA Credit",2024-03-12,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
713,34.28,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-13,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
714,80.7,"Amazon.ca*R67ON6VD2 AMAZON.CA ON","MBNA Credit",2024-03-14,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
715,30.07,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
716,67.59,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-03-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
717,67.65,"MAXI #8634 LAVAL QC","MBNA Credit",2024-03-15,,mbna_credit,"No email content",Groceries,"2025-02-21 15:41:17"
718,115.58,"VIRGIN PLUS VERDUN QC","MBNA Credit",2024-03-18,,mbna_credit,"No email content",Telecommunications,"2025-02-21 15:41:17"
719,117.11,"KAZOKU SUSHI LAVAL QC","MBNA Credit",2024-03-18,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
720,17.19,"Audible CA*RH08K8850 Amzn.com/billNJ","MBNA Credit",2024-03-19,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
721,34.48,"AMZN Mktp CA*RH89A0M51 WWW.AMAZON.CAON","MBNA Credit",2024-03-25,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
722,36.4,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-01,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
723,97.63,"Uniqlo Canada POS_CA_C Laval QC","MBNA Credit",2024-04-01,,mbna_credit,"No email content",Shopping,"2025-02-21 15:41:17"
724,11.49,"UBER CANADA/UBERONE TORONTO ON","MBNA Credit",2024-04-03,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
725,44.97,"UBER* EATS TORONTO ON","MBNA Credit",2024-04-03,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
726,37.73,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-08,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
727,41.63,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-09,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
728,10.58,"AMAZON PRIME FR PARIS FRA","MBNA Credit",2024-04-10,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
729,32.98,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-11,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
730,43.68,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
731,38.14,"UBER* EATS TORONTO ON","MBNA Credit",2024-04-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
732,170.9,"SUPER C LAURENTIDES 5 LAVAL QC","MBNA Credit",2024-04-15,,mbna_credit,"No email content",Groceries,"2025-02-21 15:41:17"
733,194.31,"GOLDENTAX INC. MONTREAL QC","MBNA Credit",2024-04-17,,mbna_credit,"No email content",Services,"2025-02-21 15:41:17"
734,17.19,"Audible CA*UGOVVOTS3 Amzn.com/billNJ","MBNA Credit",2024-04-19,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
735,27.07,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-19,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
736,46.41,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-24,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
737,48.76,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-26,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
738,41.45,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-29,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
739,43.19,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-04-29,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
740,15.0,"SHDM - CDL MONTREAL QC","MBNA Credit",2024-04-29,,mbna_credit,"No email content","Home Improvement","2025-02-21 15:41:17"
741,26.43,"BERGERONS MONTREAL QC","MBNA Credit",2024-04-29,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
742,52.24,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-05-06,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
743,1780.99,"TELUQ 888-843-4333 QC","MBNA Credit",2024-05-06,,mbna_credit,"No email content",Education,"2025-02-21 15:41:17"
744,10.58,"AMAZON PRIME FR PARIS FRA","MBNA Credit",2024-05-09,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
745,49.79,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-05-13,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
746,32.98,"UBER* EATS TORONTO ON","MBNA Credit",2024-05-13,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
747,69.14,"UBER* EATS TORONTO ON","MBNA Credit",2024-05-13,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
748,11.49,"UBER* ONE TORONTO ON","MBNA Credit",2024-05-15,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
749,44.9,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-05-17,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
750,55.15,"UBER* EATS TORONTO ON","MBNA Credit",2024-05-21,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
751,70.56,"LA TERRASSE MONTREAL QC","MBNA Credit",2024-05-21,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
752,17.19,"Audible CA*B99M746K3 Amzn.com/billNJ","MBNA Credit",2024-05-21,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
753,82.0,"CENTRE DE SERVICE LEVE LAVAL QC","MBNA Credit",2024-05-21,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
754,173.62,"THE FIDI HOTEL HSM NEW YORK NY","MBNA Credit",2024-05-22,,mbna_credit,"No email content",Travel,"2025-02-21 15:41:17"
755,44.9,"UBER* EATS TORONTO ON","MBNA Credit",2024-05-22,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
756,54.11,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-05-27,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
757,6.69,"CRISTAL INNOVATION INC LAVAL QC","MBNA Credit",2024-05-27,,mbna_credit,"No email content",Services,"2025-02-21 15:41:17"
758,25.44,"KORYO KOREAN BARBEQUE LAVAL QC","MBNA Credit",2024-05-27,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
759,35.24,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-05-30,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
760,387.09,"CODE* TRIAL PRO - 12 M NEW YORK NY","MBNA Credit",2024-06-03,,mbna_credit,"No email content",Travel,"2025-02-21 15:41:17"
761,16.95,"THE HOME DEPOT #7124 LAVAL QC","MBNA Credit",2024-06-03,,mbna_credit,"No email content","Home Improvement","2025-02-21 15:41:17"
762,52.51,"THE HOME DEPOT #7156 ANJOU QC","MBNA Credit",2024-06-04,,mbna_credit,"No email content","Home Improvement","2025-02-21 15:41:17"
763,66.22,"UBER* EATS TORONTO ON","MBNA Credit",2024-06-05,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
764,41.36,"WAL-MART #3656 MONTREAL-NORD QC","MBNA Credit",2024-06-06,,mbna_credit,"No email content",Groceries,"2025-02-21 15:41:17"
765,10.68,"AMAZON PRIME FR PARIS FRA","MBNA Credit",2024-06-11,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
766,16.3,"BURGER KING #3690 MONTREAL QC","MBNA Credit",2024-06-17,,mbna_credit,"No email content",Restaurant,"2025-02-21 15:41:17"
767,73.4,"UBER* EATS TORONTO ON","MBNA Credit",2024-06-17,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
768,215.67,"SUPER C LAVAL CONCORDE LAVAL QC","MBNA Credit",2024-06-18,,mbna_credit,"No email content",Groceries,"2025-02-21 15:41:17"
769,17.19,"Audible CA*BI7SVSFO3 Amzn.com/billNJ","MBNA Credit",2024-06-19,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
770,84.0,"CLINIQUE VETERINAIRE L LAVAL QC","MBNA Credit",2024-06-19,,mbna_credit,"No email content",Vet,"2025-02-21 15:41:17"
771,64.85,"UBER* EATS TORONTO ON","MBNA Credit",2024-06-21,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
772,58.1,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-06-24,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
773,11.49,"UBER CANADA/UBERONE TORONTO ON","MBNA Credit",2024-06-26,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
774,47.59,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-07-02,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
775,187.49,"MAXI #8634 LAVAL QC","MBNA Credit",2024-07-03,,mbna_credit,"No email content",Groceries,"2025-02-21 15:41:17"
776,185.1,"MAXI #8634 LAVAL QC","MBNA Credit",2024-07-11,,mbna_credit,"No email content",Groceries,"2025-02-21 15:41:17"
777,50.0,"CENTRE DE SERVICE LEVE LAVAL QC","MBNA Credit",2024-07-11,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
778,10.59,"AMAZON PRIME FR PARIS FRA","MBNA Credit",2024-07-11,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
779,28.5,"UBER* TRIP TORONTO ON","MBNA Credit",2024-07-12,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
780,40.09,"UBER* TRIP TORONTO ON","MBNA Credit",2024-07-12,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
781,403.0,"CENTRE DE SANTE DENTAI LAVAL QC","MBNA Credit",2024-07-12,,mbna_credit,"No email content",Healthcare,"2025-02-21 15:41:17"
782,38.29,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-07-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
783,48.86,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-07-15,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
784,31.03,"GOOGLE *ONE AI Premium 650-253-0000 NS","MBNA Credit",2024-07-17,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
785,52.96,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-07-22,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
786,47.23,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-07-29,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
787,40.0,"UBER CANADA/UBEREATS TORONTO ON","MBNA Credit",2024-07-31,,mbna_credit,"No email content","Food Delivery","2025-02-21 15:41:17"
788,40.0,"COUCHETARD #186 LAVAL QC","MBNA Credit",2024-08-06,,mbna_credit,"No email content",Convenience,"2025-02-21 15:41:17"
789,11.49,"UBER CANADA/UBERONE TORONTO ON","MBNA Credit",2024-08-06,,mbna_credit,"No email content",Subscription,"2025-02-21 15:41:17"
790,40.0,"CENTRE DE SERVICE LEVE LAVAL QC","MBNA Credit",2024-08-07,,mbna_credit,"No email content",Transport,"2025-02-21 15:41:17"
